Disease,Description
Osteoporosis (Severe),ଅଷ୍ଟିଓପୋରୋସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Osteoporosis (Stage 1),ଅଷ୍ଟିଓପୋରୋସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Osteoporosis,"ବ୍ୟାକ_ପେନ୍, କ୍ଷତି_ଫ_ ଉଚ୍ଚତା, ଷ୍ଟୁଡେଡ୍_ପୋଷ୍ଟର୍ ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Otitis Media (Ear Infection),"କାନ_ ଯନ୍ତ୍ରଣା, ଅସୁବିଧା_ ଶୋଇବା, ଅସୁବିଧା_ ଶୁଣିବା ଦ୍ୱାରା ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Pancreatitis (Acute),ଅଗ୍ନାଶୟ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pancreatitis (Chronic),ଅଗ୍ନାଶୟ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pancreatitis (Mild),ଅଗ୍ନାଶୟ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pancreatitis (Severe),ଅଗ୍ନାଶୟ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pancreatitis (Stage 1),ଅଗ୍ନାଶୟ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pancreatitis,"ଉପର_ବଡୋମିନାଲ୍_ପେନ୍, ପେଟ_ପେନ୍_ ରେଡିଏଟ୍ସ_ଟୋ_ବ୍ୟାକ୍, ପେଟ_ପେନ୍_ ୱର୍ସେନ୍ସ_ ପରବର୍ତ୍ତୀ_ ଖାଇବା ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Paralysis (brain hemorrhage) (Acute),ପକ୍ଷାଘାତର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Paralysis (brain hemorrhage) (Chronic),ପକ୍ଷାଘାତର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Paralysis (brain hemorrhage) (Mild),ପକ୍ଷାଘାତର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Paralysis (brain hemorrhage) (Severe),ପକ୍ଷାଘାତର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Paralysis (brain hemorrhage) (Stage 1),ପକ୍ଷାଘାତର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Paralysis (brain hemorrhage),"ଇଣ୍ଟ୍ରାସେରେବ୍ରାଲ୍ ରକ୍ତସ୍ରାବ (ICH) ହେଉଛି ଯେତେବେଳେ ହଠାତ୍ ରକ୍ତ ମସ୍ତିଷ୍କ ଟିସୁରେ ଫାଟିଯାଏ, ଯାହା ଆପଣଙ୍କ ମସ୍ତିଷ୍କକୁ କ୍ଷତି ପହଞ୍ଚାଇଥାଏ | ଲକ୍ଷଣ ସାଧାରଣତ IC ICH ସମୟରେ ହଠାତ୍ ଦେଖାଯାଏ | ସେଗୁଡ଼ିକରେ ମୁଣ୍ଡବିନ୍ଧା, ଦୁର୍ବଳତା, ଦ୍ୱନ୍ଦ୍ୱ ଏବଂ ପକ୍ଷାଘାତ, ବିଶେଷକରି ଆପଣଙ୍କ ଶରୀରର ଗୋଟିଏ ପାର୍ଶ୍ୱରେ ଅନ୍ତର୍ଭୁକ୍ତ |"
Peptic ulcer diseae (Acute),ପେପ୍ଟିକ୍ ଅଲସର୍ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Peptic ulcer diseae (Chronic),ପେପ୍ଟିକ୍ ଅଲସର୍ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Peptic ulcer diseae (Mild),ପେପ୍ଟିକ୍ ଅଲସର୍ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Peptic ulcer diseae (Severe),ପେପ୍ଟିକ୍ ଅଲସର୍ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Peptic ulcer diseae (Stage 1),ପେପ୍ଟିକ୍ ଅଲସର୍ ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Peptic ulcer diseae,"ପେପ୍ଟିକ୍ ଅଲସର୍ ରୋଗ (PUD) ହେଉଛି ପେଟର ଭିତର ଲାଇନ୍, କ୍ଷୁଦ୍ର ଅନ୍ତନଳୀ ର ପ୍ରଥମ ଅଂଶ, କିମ୍ବା ବେଳେବେଳେ ତଳ ଏସୋଫାଗସ୍ | ପେଟରେ ଥିବା ଏକ ଅଲସରକୁ ଗ୍ୟାଷ୍ଟ୍ରିକ୍ ଅଲସର୍ କୁହାଯାଏ, ଅନ୍ତନଳୀରେ ପ୍ରଥମ ଭାଗରେ ଏକ ଡୁଏଡେନାଲ୍ ଅଲସର୍ |"
Pneumonia (Acute),ନିମୋନିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pneumonia (Chronic),ନିମୋନିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pneumonia (Mild),ନିମୋନିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pneumonia (Severe),ନିମୋନିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pneumonia (Stage 1),ନିମୋନିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Pneumonia,"ନିମୋନିଆ ହେଉଛି ଗୋଟିଏ କିମ୍ବା ଉଭୟ ଫୁସଫୁସରେ ସଂକ୍ରମଣ। ଜୀବାଣୁ, ଜୀବାଣୁ ଏବଂ କବକ ଏହାର କାରଣ ହୋଇଥାଏ। ଏହି ସଂକ୍ରମଣ ଆପଣଙ୍କ ଫୁସଫୁସରେ ଥିବା ବାୟୁ ଥଳିରେ ପ୍ରଦାହ ସୃଷ୍ଟି କରେ, ଯାହାକୁ ଆଲଭୋଲି କୁହାଯାଏ | ଆଲଭୋଲି ତରଳ ବା ପୁସରେ ଭରିଯାଏ, ଯାହା ନିଶ୍ୱାସ ନେବା କଷ୍ଟକର କରିଥାଏ |"
Psoriasis (Acute),ସୋରିୟାସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Psoriasis (Chronic),ସୋରିୟାସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Psoriasis (Mild),ସୋରିୟାସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Psoriasis (Severe),ସୋରିୟାସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Psoriasis (Stage 1),ସୋରିୟାସିସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Psoriasis,"ସୋରିୟାସିସ୍ ହେଉଛି ଏକ ସାଧାରଣ ଚର୍ମରୋଗ ଯାହା ରୂପା ମାପକାଠିରେ ଆବୃତ ମୋଟା, ନାଲି, ump ୁଲା ପ୍ୟାଚ୍ ସୃଷ୍ଟି କରେ | ସେମାନେ ଯେକ anywhere ଣସି ସ୍ଥାନରେ ପପ୍ ଅପ୍ ହୋଇପାରନ୍ତି, କିନ୍ତୁ ଅଧିକାଂଶ ତ୍ୱଚା, କାନ୍ଧ, ଆଣ୍ଠୁ ଏବଂ ତଳ ପିଠିରେ ଦେଖାଯାଏ | ସୋରିୟାସିସ୍ ବ୍ୟକ୍ତିଠାରୁ ଅନ୍ୟକୁ ଯାଇପାରିବ ନାହିଁ | ଏହା ବେଳେବେଳେ ସମାନ ପରିବାରର ସଦସ୍ୟମାନଙ୍କଠାରେ ଘଟେ |"
Rabies (Acute),ରେବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rabies (Chronic),ରେବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rabies (Mild),ରେବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rabies (Severe),ରେବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rabies (Stage 1),ରେବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rabies,"ଜ୍ୱର, ମୁଣ୍ଡବିନ୍ଧା, ବାନ୍ତି ହେତୁ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Ringworm (Acute),ରିଙ୍ଗୱର୍ମର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Ringworm (Chronic),ରିଙ୍ଗୱର୍ମର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Ringworm (Mild),ରିଙ୍ଗୱର୍ମର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Ringworm (Severe),ରିଙ୍ଗୱର୍ମର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Ringworm (Stage 1),ରିଙ୍ଗୱର୍ମର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Ringworm,"Scaly_ring_shaped_area, itchiness, red_scaly_cracked_skin ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Rosacea (Acute),ରୋଜେସିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rosacea (Chronic),ରୋଜେସିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rosacea (Mild),ରୋଜେସିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rosacea (Severe),ରୋଜେସିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rosacea (Stage 1),ରୋଜେସିଆର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rosacea,"ମୁଖ ଚିକିତ୍ସା, ଫୁଲିବା_ଡ_ବମ୍ପସ୍, ଆଖି_ପ୍ରୋବ୍ଲେମ୍ ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Rubella (Acute),ରୁବେଲା ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rubella (Chronic),ରୁବେଲା ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rubella (Mild),ରୁବେଲା ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rubella (Severe),ରୁବେଲା ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rubella (Stage 1),ରୁବେଲା ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Rubella,"ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା ସାମାନ୍ୟ_ ଜ୍ୱର, ମୁଣ୍ଡବିନ୍ଧା, ଷ୍ଟଫ୍_ର୍_ନି_ନୋଜ୍ ଦ୍ୱାରା ବର୍ଣ୍ଣିତ |"
Scabies (Acute),ସ୍କାବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Scabies (Chronic),ସ୍କାବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Scabies (Mild),ସ୍କାବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Scabies (Severe),ସ୍କାବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Scabies (Stage 1),ସ୍କାବିଜ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Scabies,"ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା କୁଞ୍ଚନ, ପତଳା_ ନିୟମିତ_ବ୍ରୋ_ ଟ୍ରାକ୍, ଫୁଲା ଦ୍ୱାରା ବର୍ଣ୍ଣିତ |"
Scrub Typhus,ତାମିଲନାଡୁ / ଟ୍ରପିକାଲ୍ ଅଞ୍ଚଳରେ ସାଧାରଣ ଅବସ୍ଥା | ସ୍କ୍ରବ୍ ଟାଇଫସ୍ ଠିକ୍ ସମୟରେ ଯତ୍ନ ଆବଶ୍ୟକ କରେ |
Sinusitis,"ମୋଟା_ୟେଲୋ_ର_ଗ୍ରୀନ୍_ ଡିସଚାର୍ଜ, ନାସାଲ୍ ବ୍ଲକ୍, ଯନ୍ତ୍ରଣା_ ଟେଣ୍ଡରନେସ୍_ସ୍ୱିଲିଙ୍ଗ୍"
Stroke (Acute),ଷ୍ଟ୍ରୋକର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Stroke (Chronic),ଷ୍ଟ୍ରୋକର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Stroke (Mild),ଷ୍ଟ୍ରୋକର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Stroke (Severe),ଷ୍ଟ୍ରୋକର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Stroke (Stage 1),ଷ୍ଟ୍ରୋକର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Stroke,"ହଠାତ୍_ ଅସ୍ପଷ୍ଟତା, ଦ୍ୱନ୍ଦ୍ୱ, ଅସୁବିଧା_ ବକ୍ତବ୍ୟ ଦ୍ୱାରା ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Tetanus (Acute),ଟିଟାନସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tetanus (Chronic),ଟିଟାନସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tetanus (Mild),ଟିଟାନସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tetanus (Severe),ଟିଟାନସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tetanus (Stage 1),ଟିଟାନସ୍ ର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tetanus,"Jaw_cramping, muscle_spasms, painful_muscle_stiffness ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Tonsillitis (Acute),ଟନ୍ସିଲାଇଟିସର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tonsillitis (Chronic),ଟନ୍ସିଲାଇଟିସର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tonsillitis (Mild),ଟନ୍ସିଲାଇଟିସର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tonsillitis (Severe),ଟନ୍ସିଲାଇଟିସର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tonsillitis (Stage 1),ଟନ୍ସିଲାଇଟିସର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tonsillitis,"Red_swollen_tonsils, white_or_yellow_coating_on_tonsils, sore_throat ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ଚିକିତ୍ସା ଅବସ୍ଥା |"
Tuberculosis (Acute),ଯକ୍ଷ୍ମା ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tuberculosis (Chronic),ଯକ୍ଷ୍ମା ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tuberculosis (Mild),ଯକ୍ଷ୍ମା ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tuberculosis (Severe),ଯକ୍ଷ୍ମା ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tuberculosis (Stage 1),ଯକ୍ଷ୍ମା ରୋଗର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Tuberculosis,"ଯକ୍ଷ୍ମା (ଯକ୍ଷ୍ମା) ଏକ ସଂକ୍ରାମକ ରୋଗ ଯାହା ସାଧାରଣତ My ମାଇକୋବ୍ୟାକ୍ଟେରିୟମ୍ ଯକ୍ଷ୍ମା (MTB) ଜୀବାଣୁ ଦ୍ caused ାରା ହୋଇଥାଏ। ଯକ୍ଷ୍ମା ସାଧାରଣତ the ଫୁସଫୁସକୁ ପ୍ରଭାବିତ କରିଥାଏ, କିନ୍ତୁ ଶରୀରର ଅନ୍ୟ ଅଙ୍ଗକୁ ମଧ୍ୟ ପ୍ରଭାବିତ କରିଥାଏ | ଅଧିକାଂଶ ସଂକ୍ରମଣରେ କ symptoms ଣସି ଲକ୍ଷଣ ଦେଖାଯାଏ ନାହିଁ, ଯେଉଁ କ୍ଷେତ୍ରରେ ଏହାକୁ ଲୁକ୍କାୟିତ ଯକ୍ଷ୍ମା କୁହାଯାଏ |"
Typhoid (Acute),ଟାଇଫଏଡର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Typhoid (Chronic),ଟାଇଫଏଡର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Typhoid (Mild),ଟାଇଫଏଡର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Typhoid (Severe),ଟାଇଫଏଡର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Typhoid (Stage 1),ଟାଇଫଏଡର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
Typhoid,"ସଲମାନେଲା ଟାଇଫି ଜୀବାଣୁ ସଂକ୍ରମଣ ଦ୍ fever ାରା ଜ୍ୱର ଦ୍ୱାରା ବର୍ଣ୍ଣିତ ଏକ ତୀବ୍ର ରୋଗ | ଜ୍ୱର, ମୁଣ୍ଡବିନ୍ଧା, କୋଷ୍ଠକାଠିନ୍ୟ, ଅସୁସ୍ଥତା, ଥଣ୍ଡା ଏବଂ ମାଂସପେଶୀ ଯନ୍ତ୍ରଣା ସହିତ ଟାଇଫଏଡ୍ ଜ୍ୱରରେ ଏକ ଗୁପ୍ତ ଆରମ୍ଭ ହୁଏ | Arr ାଡ଼ା ଅସ୍ୱାଭାବିକ, ଏବଂ ବାନ୍ତି ସାଧାରଣତ severe ଭୟଙ୍କର ନୁହେଁ |"
Urinary Tract Infection (UTI) (Acute),ମୂତ୍ରାଶୟ ସଂକ୍ରମଣର ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରକାର | ଡାକ୍ତରୀ ଚିକିତ୍ସା ଆବଶ୍ୟକ କରନ୍ତି |
