Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Chronic Throat Congestion,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Viral Ear Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Viral Lung Degeneration,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Chronic Kidney Disorder,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Septic Ear Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Septic Liver Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Hereditary Blood Failure,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Allergic Kidney Tumor,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Fungal Intestine Infection,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Autoimmune Liver Syndrome,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Hereditary Blood Damage,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Fungal Throat Congestion,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
Autoimmune Brain Infection,மருத்துவரை அணுகவும்,ஓய்வு,திரவங்களை குடிக்கவும்,மருந்து
