Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Diabetes,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hypertension,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Migraine,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Pneumonia,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Arthritis,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Asthma,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Tuberculosis,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chickenpox,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Measles,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Jaundice,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hepatitis A,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hepatitis B,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hepatitis C,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hepatitis D,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hepatitis E,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Bone Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Eye Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Ear Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Bone Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Thyroid Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Heart Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Lung Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Muscle Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Thyroid Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Kidney Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Muscle Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Heart Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Liver Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Skin Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Bone Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Thyroid Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Kidney Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Nerve Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Brain Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Blood Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Bone Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Brain Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Heart Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Nerve Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Ear Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Intestine Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Eye Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Skin Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Heart Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Eye Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Skin Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Joint Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Muscle Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Nerve Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Throat Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Kidney Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Liver Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Eye Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Joint Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Bone Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Blood Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Throat Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Eye Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Intestine Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Lung Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Kidney Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Bone Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Ear Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Blood Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Brain Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Liver Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Joint Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Heart Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Intestine Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Bone Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Joint Dysfunction,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Kidney Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Thyroid Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Thyroid Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Ear Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Bone Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Lung Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Joint Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Lung Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Nerve Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Throat Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Intestine Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Severe Skin Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Thyroid Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Kidney Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Ear Inflammation,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Joint Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Acute Ear Disease,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Eye Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Idiopathic Skin Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Throat Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Bone Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Nerve Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Blood Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Lung Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Liver Tumor,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Liver Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Skin Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Hereditary Brain Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Metabolic Eye Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Mild Liver Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Nerve Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Joint Failure,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Septic Eye Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Nerve Infection,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Fungal Blood Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Bacterial Liver Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Kidney Disorder,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Stomach Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Muscle Calculus,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Traumatic Kidney Degeneration,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Allergic Heart Damage,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Autoimmune Thyroid Pain,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Chronic Throat Congestion,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
Viral Ear Syndrome,ଡାକ୍ତରଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ବିଶ୍ରାମ,ତରଳ ପଦାର୍ଥ ପିଅନ୍ତୁ |,ication ଷଧ
