Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Acute Lung Failure,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Fungal Kidney Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Bacterial Brain Infection,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Hereditary Joint Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Hereditary Skin Infection,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Traumatic Bone Degeneration,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Allergic Intestine Degeneration,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Acute Bone Degeneration,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Traumatic Brain Infection,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Acute Brain Infection,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Mild Heart Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Bacterial Lung Dysfunction,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Hereditary Heart Calculus,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Metabolic Ear Congestion,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Chronic Nerve Pain,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Allergic Kidney Pain,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Acute Brain Inflammation,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Septic Bone Inflammation,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Allergic Brain Damage,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
Metabolic Intestine Congestion,डॉक्टर से सलाह लें,आराम,तरल पदार्थ पीना,दवाई
